Job Title,Company,Experience,Salary,Location,Description,Skills
E3D Modeler,Talentpull And Infrastructure,0-3 Yrs,3-4 Lacs PA,"Vadodara/ Baroda, Gujarat",Position-E3D Modeler Location-Vadodara Exp - 1 to 3 Years( fresher can also apply) Sala...,"Piping Routings, Modeling, Design, Piping, E3D, Ga, Modeler, Nozzle orientation"
E3D Modeler,Talentpull And Infrastructure,0-3 Yrs,3-4 Lacs PA,"Vadodara/ Baroda, Gujarat",Position-E3D Modeler Location-Vadodara Exp - 1 to 3 Years( fresher can also apply) Sala...,"Piping Routings, Modeling, Design, Piping, E3D, Ga, Modeler, Nozzle orientation"
Diploma Mechanical Engineer Jobs in Dubai,ART Technologies,0-2 Yrs,4.75-6.5 Lacs PA,"Dubai, Chennai, Tamil Nadu, UAE",South Indians onlyExperience - 0 to 2 years,"CNC Grinding, CNC Milling, Maintenance, Fabrication, Production, Plant, Metal, Planning"
MEP Technician Job Openings in Dubai | UAE,ART Technologies,0-3 Yrs,4.25-5.5 Lacs PA,"Dubai, Chennai, UAE",Processing time 15 days only Experience - 0 to 3 years,"Plumbing, Insulation, Mechanical Electrical Plumbing, HVAC, MEP, Mechanical skills, Ventilation, HT"
Mechanical Technician Freshers Jobs in Dubai | UAE,ART Technologies,0-2 Yrs,4.75-6.5 Lacs PA,"Dubai, Chennai, UAE",Experience - 0 to 2 years,"CNC Grinding, CNC Milling, Maintenance, Fabrication, Production, Sheet metal, Plant Operation, Press"
Iti Welder,Eminenze Solutions,0-0 Yrs,"90,000-1.25 Lacs PA","Thane, Maharashtra",Adjusting welding current as per defined weld configurations Welding components in vert...,"Testing Tools, rectify flows, Welding, Assembling, ITI, Inspection, Tools, Flow"
Electrical Technician,Transglobe Engineering Services,0-3 Yrs,2-2.25 Lacs PA,Chennai,1.Pneumatic system 2.Hydro pneumatic cylinder 3.Elect & electronics engg 4.Basic PLC pr...,"Electrical Maintenance, Preventive, Breakers, Circuit, Mechanical, Maintenance, Circuit breakers, Electricals"
Fire Fighting / MEP Engineer / Supervisor,NVC,0-2 Yrs,2.5-6 Lacs PA,"Noida, Uttar Pradesh(Sector-123 Noida +7), New Delhi, Delhi(Badarpur +11), Delhi / NCR",Experienced Site Supervisor/ Project Engineer in Execution Fire Fighting & Plumbing Sit...,"Fire Fighting, Plumbing, Compensation, Fire, Plumbing system, Fighting, Piping Fabrication, Site supervision"
Production Supervisor For Food Plant,JMD Consultant,0-3 Yrs,3-4.25 Lacs PA,"Jaipur, MAHINDRA SEZ, RAJASTHAN",Urgent Need For - Food Processing Plant Production supervisor for fmcg food plant Who g...,"Confectionery, Food Processing, Food Products, Frozen Food, Sales, Pulses, Plant, Wheat"
Fresher Graduates(Diploma/Bachelors),Steel Smith Continental Manufacturing Pvt Ltd,0-2 Yrs,Not disclosed,"Vadodara/ Baroda, Gujarat","Vacancy available in Design, production , QC and Maintenance. Job will start with as Go...","Computer Knowledge, Electronics, Computer, Basic, Basic Computer Knowledge"
Architectural Designer and Graphic designer,Srishti Consulting Service,0-3 Yrs,2.5-4.5 Lacs PA,"Faridabad(NIT), Delhi / NCR",Require qualified architects with B.Arch degree (5yr) and diploma (3Yr). It is importan...,"Auto Cad, Lumion, Graphic designing, Draw, Architecture, CAD, Architectural design, Sketchup"
Instrumentation technical,TAJ Consultancy,0-5 Yrs,Not disclosed,"Jalgaon, Chandarpur","""standards. Technical commercial bid comparison Costing of instrumentation in the proje...","Installation, Instruments, Instrumentation, PLC, Technical"
Production engineer and quality controller,Sri Balaji Enterprises,0-1 Yrs,1.5-1.75 Lacs PA,"Coimbatore, Tamil Nadu","* Plan, manage and oversee production. * Design and implement cost- reductive changes. ...","Mechanical Engineering, Production, Mechanical, Engineering, Production supervising, Production engineering, Supervision, Control"
Quality Technician,Verdure Skills India Pvt. Ltd,0-1 Yrs,1.75-2 Lacs PA,"Valsad, Gujarat",Proficiency in using basic computer applications. Excellent communication and teamwork ...,"Engineering, Control, Quality, Quality engineering, Quality control, bsc, Technician"
Trainee,Yashaswi Group,0-0 Yrs,1.25-1.5 Lacs PA,"Bhopal, Madhya Pradesh",Hiring for one of the Manufacturing Industry- Job Profile-Apprenticeship Trainee Job Lo...,"Electrical maintenance, Panel wiring, Wiring, Electricals, Panels, Training, Maintenance"
Immediate opening For Lab assistance Chennai Tiruvottiyur location,Flexzo Hr Services,0-1 Yrs,Not disclosed,"Chennai, Tamil Nadu","Education: Diploma, B. Sc chemistry, B. Sc Physics, ITI Salary: 13.5 K & 14 K Location:...","Chemical Testing, Apprentice Activities, Lab Testing, Lab, Chemical, Assistance, Software testing"
Hiring B.Tech Freshers-Mechanical-Open For Different state Of India,Lal Baba Seamless Tubes (LBST),0-1 Yrs,Not disclosed,Kolkata(Saduli +7),"Open to work in different state of India specially into Indian Railway, hardworking, go...","Mechanical Engineering, Excel Report Preparation, Hiring, Reporting, Excel Reporting, Report preparation, Excel, Mechanical"
Production Officer,Polypharm,0-2 Yrs,Not disclosed,"Thane, Maharashtra, Bhiwandi, Maharashtra, Kalyan/ Dombivli, Maharashtra",Prepare Batch Card and monitor production batchesMust be punctual and able to work and ...,"Chemical Processing, Chemical Manufacturing, Production, Documentation, Process, Supervision, CGMP, GMP"
Mechanical Engineer,DP Jain & Co Infrastructure,0-3 Yrs,Not disclosed,Remote,Experienced or fresher mechanical diploma or B Tech candidate for site location only ma...,"Utility Maintenance, Breakdown Analysis, Plant Machinery, Mechanical Engineering, Mechanical Maintenance, Preventive maintenance, Preventive, Operations"
Job opening For Be Civil Candidates Freshers,Timbertruss Design,0-2 Yrs,Not disclosed,Coimbatore,Qualification - Fresher / Experienced candidates with relevant in Designing 2023 / 2022...,"REVIT, Sketchup, Design engineering, Architecture, 3ds Max, 3D, REVIT architecture, Design"
"Huge opening For Diploma , ITI, B.tech,B.E & Arts",CIEL HR,0-1 Yrs,1.75-2.25 Lacs PA,"Chennai, Tamil Nadu, Thiruvallur, Tamil Nadu","Company Name : Pennar Industries Limited. Qualification : B.TECH, BE, Diploma, ITI, & A...","DIPLOMA, .E, B.TECH, ITI, Art, ARTS"
Production Manager - Food Process,Tiny Dot Foods,0-3 Yrs,2-3 Lacs PA,"Ambattur, Tamil Nadu, Chennai",Job Benefits & Perks . Salary as per industry standards and experience,"Food Manufacturing, Food Technology, Food Processing, Food Production, Food Products, Manpower, Standard operating procedures, Manpower handling"
immediate opening For Diploma Engineer Trainee,Symmetrical Global Search,0-1 Yrs,2-2.75 Lacs PA,"Bharuch, Gujarat, Vapi, Gujarat, Gandhidham, Gujarat","Primary RequirementHave good knowledge of Mechanical, Electrical on Automotive systems ...","Troubleshooting, Service engineering, Training, Breakdown maintenance, Overhauling, Engine, Engine maintenance, Fault finding"
B. Arch/ Civil Engineer/ Autocad Candidates- Noida - Full Time,Anolytics,0-1 Yrs,2.25-3 Lacs PA,Noida,Cogito Providing Outcomes with an Edge!The use of AI in real-life systems and applicati...,"Architecture, Civil Engineering, Site Engineering, Intelligence, Back office, Back office operations, Office Operations, Time"
Production and Quality Engineer,HR H1 Solution,0-5 Yrs,Not disclosed,Remote,Urgent requirement for immediate joiningB.E /ITI/DIPLOMA /AND ANY DEGREE2015 TO 2022 Ca...,"New Product Development, Quality Control Management, Fabrication, PRODUCTION, CNC, 3D, Quality control, Operating"
Diploma Trainee Engineer,Phenix Construction Technologies,0-0 Yrs,1-1.75 Lacs PA,"Sanand, Gujarat",". Must be a team player Must be willing to learn heavy engineering Production, QC, Main...","engineering, Assurance, Training, Production, Mechanical, Production engineering, Mechanical engineering, Quality"
Graduate Trainee - Mechanical,Phenix Construction Technologies,0-0 Yrs,2-2.25 Lacs PA,"Sanand, Gujarat",". Must be a team player Must be willing to learn heavy engineering Production, QC, Main...","engineering, Assurance, Quality, Production, Mechanical engineering, Production engineering, Quality assurance, Mechanical"
Junior Design Engineer,CAD Deziners,0-2 Yrs,Not disclosed,Remote,Preferred candidate profile . 1 year experience in engineering design experienceExperie...,"3D Modeling, communication skills, Concepts, Industrial, Presentation, Design engineering, Generation, Modeling"
Service Engineer For Energy Audit,Jalaram Enterprise,0-2 Yrs,Not disclosed,Ahmedabad,Jalaram Enterprise looking for service engineer located only in Ahmedabad having BE / D...,"BE Electrical, Diploma Electrical, Electrical engineering, Auditing, Energy, Digital electronics, Energy audit, Electricals"
Lab Chemist,Global Audio Text Solutions,0-1 Yrs,Not disclosed,Noida,"Knowledge of IS, ASTM & ISO certification, and SOPs for paint testing machineries & pro...","Paint Testing, System, Coating, Painting, Lab, Spectrophotometer, Software testing, ink system"
Farmer Success Executive,Bharatrohan,0-1 Yrs,Not disclosed,Meghalya,Listening and understanding customer problems.Farm visit for ground truthing and valida...,"Farmer Success Management, Agriculture, Farming, Management, Weed Management, Farmer Management, agriculture management"
Packers (Freshers),Spectrum Talent Management,0-1 Yrs,1.5-1.75 Lacs PA,Chennai(Madhavaram Milk Colony +1),Role & responsibilities Picking and PackingPreferred candidate profile No Graduation re...,"Packaging, Materials, Packing material"
Design Engineer,Acros Pvt. Ltd.,0-4 Yrs,3.25-4 Lacs PA,Vadodara,Roles and Responsibilities 1. Execute multiple projects and ensure flawless execution i...,"Mechanical Engg, design development, design engineering, CAD CAM, Plastic Product Design, Program management, New product development, Management"
Fresher Diplomo / Be / Gratuate,Lead Hr Services,0-0 Yrs,1.5-1.75 Lacs PA,"Chennai, Tamil Nadu",Gender : Male. Shift Timings :Rotational Shift 7 am to 3 pm. Salary : 16970 including E...,"Machine Operating, Production, Assembly, Machine, Operating, Quality"
Vacancy For Pharma and Chemical Industries,Manpower Service,0-5 Yrs,Not disclosed,"Sriperumbudur, Coimbatore, Cuddalore","Requirement for B.sc/Msc Chemistry, BioChemistry, Microbilogy, Dip/BE/Btech Chemical/Pe...","Chemistry, Chemical engineering, Petroleum, Process, Biochemistry, Fertilizer, Biotechnology, ETP"
Fresher- Diploma Mechanical,Kamal Envirotech,0-1 Yrs,1-1.5 Lacs PA,Neemrana,Monitor day to day fabrication activity. Can understand autocad drawings. Can travel al...,"Execution, Engineering, Site, Mechanical skills, Site engineering, Mechanical, Monitoring"
Chemist - Fresher,Acro Paints,0-1 Yrs,Not disclosed,Bhiwadi,"We are looking for fresher candidate for Construction Chemical Division for Bhiwadi, Ra...","Quality Control, Chemical, Analytical, Control, Chemistry, Instruments, Compliance, Research"
Electrical Engineer / Instrumentation Engineer / Boiler Engineer,Clean Science And Technology,0-4 Yrs,Not disclosed,"Daund, Maharashtra",Greetings form Clean Science and Technology Limited!!We are hiring for following positi...,"Electrical Maintenance, Boiler Operations, instrumentation engineering, Transformers, Plant, Instrumentation, Instruments, Boiler Maintenance"
Graduate Engineer - Civil & Structures,WSP,0-1 Yrs,Not disclosed,Noida,"Cultural awareness, conscientious and an open mind and excellent communication skills a...","Technical, RCC, Staad Pro, Technical skills, Site, Quality assurance, High Rise, High rise building"
Huge Opening For any Be/ Diplomo/ ITI/ Any Degree,Lead Hr Services,0-0 Yrs,2-2.75 Lacs PA,"Chennai, Tamil Nadu(Oragadam +2)",Only Male candidates apply this job Experience: Fresher,"Production, ITI, Quality"
ITI Machinist - Nashik Plant,Dexterity Ansatte Management Solutions,0-0 Yrs,1-1.5 Lacs PA,"Nasik/ Nashik, Maharashtra",URGENT REQUIREMENT FOR NASHIK PLANT QUALIFICATION : ITI MACHINIST EXEPERIENCE : FRESHER...,"ITI, Machining, Plant, ITI MACHINIST"
Walking Drive For Production Trainees-Electrical/Electronic/Mechanical,Inxee Systems,0-0 Yrs,"60,000-1.25 Lacs PA","Gurgaon/ Gurugram, Haryana",Freshers with Diploma Holder can visit Bring your resume Skills Required as per field: ...,"Electrical Maintenance, AC & DC Supply, Job Work, Soldering, Assembling, Supply, Crimping, Installation"
ITI,Right Vision Placement,0-5 Yrs,1.75-4 Lacs PA,"Bawal, Neemrana, Bhiwadi","ITI - FRESHER & EXP POST- 70 (MULTIPLE LOCATIONS) NEEMRANA, BHIWADI, BAWAL SALARY- 15-2...",ITI
Tender Executive - SOLAR INDUSTRY EXP MUST,AVE-Promagne Business Solutions,3-5 Yrs,Not disclosed,Hyderabad/Secunderabad,"Experience in Solar, Oil and Gas, Energy, Power, Infrastructure is preferred . Experien...","senior management, Solar, Exp, Tendering, Senior, Bidding, Communication skills, Management"
Vice President - Irrigation (Upcoming Projects ),RVR Projects,20-30 Yrs,Not disclosed,Hyderabad/Secunderabad,The Candidate should be BE / BTech or Diploma with 25+ Years of experience in handling ...,"Irrigation, WATER SUPPLY, PIPELINE, PUMPHOUSE, barrages, Water, Power house, Dams"
Lead Electrical Design Engineer,M W Group,15-20 Yrs,Not disclosed,Hyderabad/Secunderabad(Gachibowli),"Roles and Responsibilities Support design activities for Electrical system for HT, MV a...","Detail Engineering, electrical engineering, design engineering, Design, Electricals, Electrical design, Detailing, Engineering"
Boiler Design Head/Be Mech/16yrs/22lak/Hyderabad,Prathiba Management Consultants,16-22 Yrs,17-25 Lacs PA,Hyderabad/Secunderabad,BE Mech with 16 yrs experience in Boiler (preferably in waste heat recovery) design wit...,"to provide leadership to design team with proven track record, Water, Boiler Design, Tube, Boiler, Fluent, Clearing, Design"
WHR Boiler Piping Design Head/Be Mech/15yrs/20laks/Hyderabad,Prathiba Management Consultants,14-20 Yrs,14-20 Lacs PA,Hyderabad/Secunderabad,"BE Mech 15 yrs exp in Boiler Piping Design&detailed engg right from pump2boiler, to eco...","design and detailed engg of piping in waste heat recovery Boiler manufacturing, Recovery, Draw, 3D, Design engineering, Engineering, Detail engineering, Team leading"
Site Engineer,Sycone Cpmc,3-4 Yrs,3-4 Lacs PA,"Hyderabad/ Secunderabad, Telangana(Narsingi +1)",BE-Civil - Site Engineer / Junior Site Engineer with 4 to 5 years experience in High ri...,"Site Engineer, Civil Engineering, Engineering, Site, Site engineering, Civil"
Project manager - Industrial Projects,E C R Buildtech Pvt. Ltd.,8-12 Yrs,6-12 Lacs PA,"Hyderabad/ Secunderabad, Telangana","Developing project plans, assembling and managing project teams, setting project goals ...","Project Management, Industrial Project, Site management, Construction, Civil, Site, Site execution, Industrial"
Civil Engineer Job Openings in Maldives,ART Technologies,3-5 Yrs,4-6 Lacs PA,"Hyderabad/ Secunderabad, Telangana, Chennai, Tamil Nadu, Maldives",Designation - Civil Engineer Qualification - Diploma/BE Location - Maldives Salary - 40...,"Civil Engineering, Building Construction, Site Engineering, Site management, Construction engineering, Building, Construction, Site"
Landscape Engineer,CQRA Pvt Ltd,7-10 Yrs,5-7 Lacs PA,"Hyderabad/ Secunderabad, Telangana","We are looking for Landscape engineers who can develop plans to restore natural areas, ...","Civil, RCC, Landscaping, Team Coordination, Residential, Reporting, Cost, Report writing"
